1;337
1;3236
2;158
2;2217
3;138
3;2354
4;136
4;2284
5;132
5;2258
6;135
6;2306
7;142
7;2257
8;137
8;2314
9;138
9;2242
10;136
10;2242
11;131
11;2290
12;129
12;2349
13;134
13;2264
14;141
14;2307
15;139
15;2300
16;136
16;2225
17;136
17;2374
18;136
18;2297
19;137
19;2292
20;136
20;2322
21;130
21;2371
22;128
22;2286
23;127
23;2275
24;128
24;2226
25;128
25;2344
26;127
26;2300
27;128
27;2261
28;128
28;2298
29;127
29;2289
30;127
30;2293
31;127
31;2255
32;128
32;2257
33;128
33;2269
34;128
34;2352
35;128
35;2258
36;128
36;2273
37;127
37;2300
38;128
38;2238
39;128
39;2252
40;127
40;2282
41;127
41;2246
42;127
42;2301
43;128
43;2333
44;128
44;2259
45;129
45;2268
46;128
46;2219
47;128
47;2337
48;128
48;2314
49;128
49;2269
50;128
50;2291
51;128
51;2339
52;129
52;2265
53;128
53;2251
54;127
54;2300
55;128
55;2273
56;182
56;2352
57;133
57;2301
58;128
58;2282
59;127
59;2306
60;127
60;2275
61;127
61;2244
62;127
62;2318
63;127
63;2266
64;127
64;2277
65;127
65;2353
66;129
66;2262
67;130
67;2232
68;128
68;2259
69;128
69;2322
70;128
70;2283
71;129
71;2298
72;129
72;2256
73;128
73;2338
74;129
74;2250
75;128
75;2193
76;127
76;2297
77;129
77;2263
78;128
78;2301
79;129
79;2307
80;129
80;2262
81;129
81;2267
82;129
82;2299
83;128
83;2244
84;127
84;2293
85;128
85;2294
86;129
86;2303
87;128
87;2316
88;129
88;2288
89;128
89;2221
90;128
90;2286
91;128
91;2351
92;128
92;2266
93;128
93;2318
94;127
94;2293
95;128
95;2318
96;128
96;2282
97;128
97;2227
98;128
98;2277
99;127
99;2310
100;128
100;2312
101;129
102;129
103;128
104;128
105;128
106;128
107;128
108;129
109;129
110;127
111;127
112;128
113;128
114;128
115;128
116;128
117;128
118;128
119;128
120;127
121;127
122;128
123;128
124;128
125;128
126;128
127;128
128;127
129;128
130;129
131;129
132;128
133;166
134;133
135;128
136;128
137;127
138;128
139;127
140;127
141;128
142;128
143;127
144;127
145;127
146;127
147;128
148;127
149;127
150;127
151;127
152;128
153;127
154;128
155;128
156;128
157;127
158;128
159;128
160;127
161;128
162;127
163;128
164;128
165;128
166;127
167;128
168;128
169;127
170;127
171;128
172;128
173;128
174;127
175;127
176;127
177;128
178;128
179;128
180;128
181;128
182;127
183;127
184;128
185;127
186;127
187;128
188;127
189;127
190;128
191;128
192;128
193;127
194;128
195;128
196;127
197;127
198;127
199;127
200;127
201;127
202;128
203;127
204;127
205;127
206;128
207;128
208;128
209;129
210;160
211;136
212;128
213;128
214;127
215;128
216;127
217;127
218;128
219;127
220;128
221;128
222;127
223;128
224;128
225;128
226;128
227;128
228;127
229;127
230;128
231;127
232;128
233;128
234;127
235;128
236;127
237;127
238;129
239;127
240;129
241;127
242;128
243;128
244;127
245;128
246;128
247;129
248;127
249;129
250;128
251;127
252;127
253;127
254;127
255;128
256;128
257;127
258;154
259;132
260;129
261;128
262;128
263;128
264;129
265;129
266;128
267;128
268;128
269;127
270;127
271;127
272;128
273;128
274;128
275;127
276;128
277;127
278;128
279;127
280;126
281;128
282;128
283;127
284;127
285;128
286;128
287;163
288;132
289;127
290;128
291;128
292;128
293;127
294;127
295;127
296;127
297;128
298;127
299;127
300;128
301;129
302;127
303;127
304;127
305;127
306;127
307;126
308;127
309;127
310;127
311;127
312;127
313;127
314;127
315;128
316;128
317;128
318;127
319;128
320;128
321;128
322;128
323;128
324;126
325;127
326;128
327;127
328;128
329;127
330;127
331;128
332;128
333;127
334;127
335;128
336;128
337;128
338;127
339;127
340;127
341;126
342;127
343;127
344;128
345;128
346;128
347;128
348;127
349;127
350;127
351;127
352;128
353;128
354;128
355;127
356;128
357;128
358;127
359;127
360;127
361;127
362;127
363;127
364;206
365;136
366;129
367;128
368;128
369;128
370;128
371;128
372;128
373;129
374;128
375;128
376;127
377;127
378;127
379;128
380;128
381;128
382;128
383;127
384;128
385;128
386;127
387;127
388;127
389;128
390;127
391;127
392;127
393;127
394;128
395;127
396;127
397;127
398;127
399;128
400;127
401;127
402;128
403;127
404;127
405;127
406;128
407;127
408;128
409;128
410;128
411;127
